GEOID,crash_count,Area_km2,MedHHInc,Whites,Black,Asian,Native_Ame,Ethics_div,MedRent,MedHVal,Population,Building_d,Felony_den,Misdemeano,Violation.,Homeless_d,Unemployme,Public,Commercial,Industrial,Residential,Mixed.Use,commercial_density,tree_density,open_space_density,intersection_density,road_density,traffic_signals_density,parking_meter_density,Bus.Stop.Density,Bus.Line.Density,Metro.Stop.Density,Metro.Line.Density,SVI,GVI,VEI,VMI,VHI,avg_speed_limit,mean_elevation,mean_slope,geometry
060750260013,1,0.098481289,151209,17.00310559,0,36.95652174,0,0.646149599,1545,1169800,13078.62654,0.378990648,406.168526,335.0890339,284.3179682,71.07949205,4.467805519,0,0,0,91.81605304,8.183946961,3339.338302,3786.336342,0,368.1160333,25.56168866,26.29400238,604.7620547,105.176602,8.039215271,0,0,0.358114655,0.080816525,0.17459075,0.441074961,0.020104477,15.17186428,66.63768768310547,3.2884037494659424,"MULTIPOLYGON (((-122.4354 37.72391, -122.4348 37.72468, -122.43 37.7224, -122.4312 37.72086, -122.436 37.72313, -122.4354 37.72391)))"
060750314022,1,0.162845237,170147,14.72964574,0.807955252,55.50031075,0,0.601747628,NA,1083900,9880.546861,0.23356336,147.3791949,208.7871928,67.54879768,36.84479874,2.579132474,35.85569737,0,0,63.53811296,0.606189671,906.3732203,3100.750491,15.90128457,254.4205531,17.93759148,0,0,15.90137414,5.610007495,0,0,0.41248246,0.050277968,0.113272703,0.426495955,0.028595474,15.93044227,105.61199951171875,5.42811918258667,"MULTIPOLYGON (((-122.4626 37.71657, -122.4561 37.71663, -122.4561 37.71408, -122.4626 37.71403, -122.4626 37.71431, -122.4626 37.71657)))"
060750351023,1,0.12520426,141953,20.40382572,1.806588735,76.51434644,0,0.372434869,3129,1410900,7515.718719,0.287295639,159.7389738,183.6998199,63.89558953,15.97389738,0,6.689319809,0,0,90.24591415,3.064766044,1034.090525,4446.589257,0,372.272589,29.7543997,0,0,62.04578101,15.57980713,0,0,0.426510915,0.027755639,0.091073313,0.439412763,0.024211859,15.7453984,38.54608154296875,3.5193464756011963,"MULTIPOLYGON (((-122.5023 37.75495, -122.4954 37.75527, -122.4953 37.75341, -122.5022 37.75311, -122.5023 37.75495)))"
060750161021,1,0.122872629,67738,17.5900277,13.85041551,24.23822715,0.415512465,0.891091996,1488,NA,5876.003538,0.171819589,830.1279236,1188.222322,512.7260705,1684.671374,25.33333333,49.9856019,0,0,50.00674904,0.007649056,758.6896408,8851.379142,42.14942449,421.4942449,24.83346133,189.6724102,1496.304569,63.22449289,15.32982999,0,0,0.381782405,0.086372442,0.131177686,0.43625172,0.021514046,20.03388778,32.181949615478516,4.349785804748535,"MULTIPOLYGON (((-122.4274 37.78206, -122.4241 37.78248, -122.4235 37.77967, -122.4234 37.77875, -122.425 37.77854, -122.4266 37.77833, -122.4274 37.78206)))"
060750302022,1,0.115978327,149081,47.95439302,0,39.10127431,0,0.614339289,2887,1413500,12855.85026,0.426549293,379.3812284,543.2049407,94.8453071,86.22300646,5.220883534,0,0,0,64.87056556,35.12943444,8930.882742,8640.629053,0,267.9264823,30.57637845,66.98162057,4018.897234,133.9639958,20.73273835,111.6366631,5.712259211,0.321161194,0.056293182,0.227113647,0.409080963,0.032324677,17.25905621,84.65558624267578,3.066941022872925,"MULTIPOLYGON (((-122.4706 37.76385, -122.4642 37.76413, -122.464 37.76227, -122.4705 37.76203, -122.4706 37.76385)))"
060750180001,2,0.106772693,130625,30.83421331,0,25.44878564,0,0.835005001,2447,1091300,8869.308905,0.529780416,252.87364349999999,749.2552401,168.582429,355.896239,4.227642276,0,0,0,0,100,15448.94523,5262.827496,0,388.0425804,27.9321453,24.25266127,5287.080157,24.25279789,54.60118467,24.25279789,0,0.316137069,0.032475452,0.224079037,0.416267127,0.032495532,19.6510434,7.605438232421875,2.974904775619507,"MULTIPOLYGON (((-122.3958 37.78132, -122.3928 37.77885, -122.395 37.77709, -122.3981 37.77957, -122.3958 37.78132)))"
060750477012,1,0.12154552,134844,28.10155799,0,54.12579342,0,0.627923253,2237,1604200,14258.03271,0.394322166,477.1874766,1209.423432,164.5474057,98.72844343,12.97577855,0,0,0,84.30462521,15.69537479,3962.648403,4090.475771,0,426.0912261,30.0364469,85.21824523,1320.882801,106.5234066,22.44825071,0,0,0.384894553,0.037868028,0.141865934,0.439080056,0.018622581,17.02099663,49.281005859375,1.84612238407135,"MULTIPOLYGON (((-122.4826 37.78026, -122.4794 37.7804, -122.4792 37.77841, -122.4791 37.77655, -122.4823 37.7764, -122.4825 37.77826, -122.4826 37.78026)))"
060750212003,1,0.10319569,250001,75.65922921,0,9.432048682,0,0.418671749,2496,2000001,9554.662642,0.331281083,174.42589,310.0904711,87.21294501,9.690327223,3.99408284,10.20550011,0,0,89.79449989,0,1706.31887,11367.09483,0,677.5089632,34.19752166,0,0,125.4653296,12.04113295,0,0,0.376687979,0.064629889,0.162287328,0.428774747,0.024708141,15,106.27571868896484,7.531888961791992,"MULTIPOLYGON (((-122.4403 37.75523, -122.4389 37.75543, -122.4378 37.75554, -122.4375 37.7527, -122.4425 37.75238, -122.4403 37.75523)))"
060750611022,1,0.028228397,24403,0,0,91.21887287,4.718217562,0.165324416,670,987500,54059.03858,0.652289369,708.5064035,1948.39261,921.0583245,106.2759605,2.388535032,2.99853e-4,25.93238961,0,0,74.06731053,36418.68485,1100.81667,0,2293.368063,46.91242519,91.73472254,11008.1667,183.4704786,8.107590688,183.4704786,0,0.257741907,0.001447237,0.296492021,0.396911453,0.041809417,18.02860796,38.92031478881836,7.588799476623535,"MULTIPOLYGON (((-122.4083 37.79582, -122.4067 37.79603, -122.4063 37.79426, -122.4079 37.79406, -122.4083 37.79582)))"
060750226001,1,0.410296005,237589,47.95963142,4.914436156,29.7498903,0,0.673888169,3334,1327800,5554.526426,0.357667901,370.4642461,333.9052744,136.4868275,448.4567189,0.61791967,14.08078955,0,57.17736581,4.40431545,24.33752919,5636.014735,6039.939643,0,334.5003146,35.02279557,37.86796014,2808.540377,69.42498468,45.82119796,56.8022602,13.39911314,0.3966127,0.050115045,0.129420697,0.44104971,0.019349326,33.87140138,7.57880163192749,2.723527669906616,"MULTIPOLYGON (((-122.3923 37.76026, -122.3876 37.76055, -122.3869 37.75417, -122.3828 37.75436, -122.3829 37.75359, -122.3831 37.75331, -122.3823 37.75315, -122.3912 37.75263, -122.3921 37.75587, -122.3922 37.75771, -122.3923 37.76026)))"
060750260021,1,0.161478306,115729,37.38687783,3.563348416,29.41176471,0,0.710511532,3501,1130800,10948.83919,0.315738184,328.2174643,328.2174643,173.3979057,43.34947641,2.990897269,0,0,0,99.99683535,0.003164652,1074.414727,4810.812208,0,481.0812208,26.19105789,16.03604069,320.7208139,48.10839309,10.27900333,0,0,0.393183609,0.063426761,0.136093608,0.436610871,0.022550244,17.14634187,73.62346649169922,7.843808174133301,"MULTIPOLYGON (((-122.4318 37.72825, -122.4313 37.72873, -122.4304 37.72855, -122.4242 37.72874, -122.4269 37.72515, -122.4324 37.72764, -122.4318 37.72825)))"
060750327007,1,0.112624024,250001,40.89403974,0,54.30463576,0,0.537868405,1536,1404100,10725.95314,0.253003265,44.39550139,115.4283036,35.51640111,97.67010306,10.76923077,28.23544393,0,0,71.76455607,0,919.6822048,9104.853828,0,413.8569922,38.6450975,68.97616536,0,114.9609232,34.89570714,68.97655392,6.928210898,0.390655231,0.08560791,0.100717926,0.423278522,0.022247982,23.36324117,52.377681732177734,3.079859972000122,"MULTIPOLYGON (((-122.4961 37.76467, -122.4933 37.76477, -122.4932 37.76285, -122.4931 37.76099, -122.4947 37.76092, -122.4957 37.759, -122.4958 37.76087, -122.496 37.76273, -122.4961 37.76467)))"
060750207013,1,0.069265349,137250,53.40909091,7.792207792,9.415584416,0,0.657304141,1783,1676500,8893.335641,0.415063878,476.428695,332.0563632,144.3723318,375.3680628,11.82572614,0,0,0,88.7385688,11.2614312,5495.611774,12598.78346,0,523.3915976,34.53425848,74.77022822,1196.323652,0,0,0,0,0.318074467,0.117444453,0.218046465,0.427512365,0.026045938,18.43620076,37.61668395996094,6.493107795715332,"MULTIPOLYGON (((-122.4257 37.75823, -122.4213 37.7585, -122.4211 37.7569, -122.4255 37.75664, -122.4257 37.75823)))"
060750452022,1,0.11666569,175833,69.55205811,0,21.67070218,0,0.468702915,2592,1720100,14160.11853,0.390003121,445.7180166,1457.155054,180.0015067,222.8590083,1.645338208,4.315186592,0,0,83.71001802,11.97479539,2596.900358,4394.754452,0,266.3487547,23.15766995,22.19572956,177.5658365,177.5668367,32.35869451,0,0,0.378243217,0.045653274,0.152065853,0.441744501,0.020335277,16.6402334,70.0812759399414,2.577871084213257,"MULTIPOLYGON (((-122.4672 37.77709, -122.464 37.77723, -122.4637 37.77362, -122.4653 37.77342, -122.467 37.77335, -122.4671 37.77522, -122.4672 37.77709)))"
060750329022,1,0.167977535,140625,26.80115274,1.296829971,66.13832853,0,0.490573275,3501,1568400,8263.009692,0.314062296,5.953177011,5.953177011,5.953177011,59.53177011,24.20091324,6.648587272,0,0,86.56107,6.790342732,2759.370549,4069.686173,0,0,20.2035778,0,1125.329889,77.07782383,3.984244021,0,0,0.4233992,0.03642343,0.092413778,0.442445027,0.019186128,17.76616923,76.05805969238281,3.266118288040161,"MULTIPOLYGON (((-122.4953 37.75341, -122.4861 37.75382, -122.486 37.75195, -122.4952 37.75154, -122.4953 37.75341)))"
060750263022,1,0.14171619,122550,16.8699187,0,60.97560976,5.995934959,0.595940536,2102,1112200,6943.455088,0.295405978,84.67628156,176.4089199,70.56356796,7.056356796,4.887218045,8.580478895,0,0,91.4195211,0,749.1581433,5463.372801,0,493.3480456,33.16052197,0,0,237.539286,18.14261145,0,0,0.434349235,0.035864211,0.095454791,0.43085835,0.021363237,15,95.19960021972656,4.870973587036133,"MULTIPOLYGON (((-122.437 37.71075, -122.4342 37.71137, -122.433 37.71273, -122.4308 37.7103, -122.4334 37.70823, -122.4346 37.70813, -122.4368 37.71016, -122.437 37.71075)))"
060750165002,1,0.092415402,176989,67.66635426,8.809746954,5.904404873,15.46391753,0.506965812,2814,1724100,11545.69456,0.372695449,627.6010163,573.4974804,530.2146517,1558.181834,0,16.19275958,0,0,77.70892666,6.098313765,4315.097492,6948.988169,0,560.4022717,35.50489876,140.1005679,0,224.1621714,21.18701365,0,0,0.339066424,0.102401687,0.180773221,0.429199156,0.027488463,18.96347953,75.09376525878906,3.3334529399871826,"MULTIPOLYGON (((-122.4481 37.7756, -122.4465 37.7758, -122.4448 37.77602, -122.4442 37.77321, -122.4475 37.77279, -122.4481 37.7756)))"
060750167001,1,0.09194016,207028,75.25309336,12.82339708,5.061867267,0,0.414588503,2555,1673800,19338.66541,0.461982195,685.2283018,1207.307008,337.175831,97.8897574,9.417344173,4.72968e-5,0,0,85.80973478,14.19021793,7266.572586,8900.143168,0,563.3002005,29.70311323,140.8250501,0,56.33033737,20.44819315,0,0,0.331631658,0.083383628,0.203501399,0.434296051,0.023481132,16.60893591,53.44332504272461,3.7235496044158936,"MULTIPOLYGON (((-122.4358 37.77335, -122.4325 37.77376, -122.4319 37.77096, -122.4352 37.77055, -122.4354 37.77148, -122.4358 37.77335)))"
060750125023,1,0.015292469,18707,14.996115,17.17171717,16.62781663,15.61771562,0.802739607,501,NA,84159.07419,0.597485439,4642.808289,5819.858277,5035.158285,2288.708311,19.91786448,0.014762357,0,0,0,99.98523764,20997.25403,2031.992325,0,338.6653876,35.51802011,169.3326938,6434.642364,169.3336477,15.42612077,0,0,0.276041667,0.00716273,0.256053925,0.43715922,0.020751953,20,19.505760192871094,6.5643181800842285,"MULTIPOLYGON (((-122.4126 37.78393, -122.411 37.78414, -122.4108 37.78321, -122.4124 37.783, -122.4126 37.78393)))"
060750451002,1,0.109678638,143304,47.73629865,2.065131056,41.85861795,2.621127879,0.595796682,2090,1787300,11478.99011,0.364100492,100.2930033,227.9386439,82.05791182,164.1158236,3.765690377,0.003772918,0,0,92.15744059,7.838786494,2927.605419,6728.770519,0,330.5360957,28.61883269,70.82916336,590.243028,118.0492706,16.69649419,0,0,0.359829568,0.088034585,0.173140601,0.431735693,0.022648996,16.55187283,68.22925567626953,3.0837273597717285,"MULTIPOLYGON (((-122.464 37.77723, -122.4608 37.77738, -122.4606 37.77403, -122.4637 37.77362, -122.464 37.77723)))"
060750229022,1,0.074670203,190625,50.43706294,0,13.02447552,1.835664336,0.695568854,2591,1669100,15320.70301,0.415554984,334.8055727,334.8055727,107.1377833,40.17666873,3.737113402,6.584020899,0,0,92.34772426,1.068254843,3086.440639,9467.396568,0,208.0746498,25.77429931,0,0,34.67930366,13.47302206,0,0,0.381452207,0.052321257,0.147648564,0.434064512,0.020712958,15.56165926,14.153251647949219,2.84332275390625,"MULTIPOLYGON (((-122.4117 37.75103, -122.409 37.7512, -122.4087 37.7484, -122.4106 37.74837, -122.4115 37.74834, -122.4117 37.75103)))"
060750353005,1,0.139064273,167979,35.20494104,0,47.22066255,0,0.629240397,3475,1273300,12807.0277,0.283050929,86.29103445,179.7729884,28.76367815,7.190919537,2.781136638,6.961000011,0,0,88.33418395,4.704816042,1713.082535,1452.396062,0,297.9273974,26.981443,0,0,37.24113446,0,18.62056723,0,0.429794263,0.02162462,0.098204215,0.436233336,0.025923606,17.07125274,25.064678192138672,2.577111005783081,"MULTIPOLYGON (((-122.5014 37.74191, -122.4993 37.74201, -122.4991 37.74014, -122.499 37.73829, -122.4999 37.73637, -122.4989 37.73642, -122.4991 37.7344, -122.501 37.7353, -122.5011 37.73819, -122.5014 37.74191)))"
060750135001,1,0.108733292,161324,72.2972973,0.675675676,15.74324324,1.216216216,0.452183619,2943,2000001,13611.28658,0.432096772,377.0694256,606.989807,91.96815258,27.59044577,3.301886792,0.005900854,0,0,86.68800211,13.30609704,10788.29622,7382.719266,0,381.043575,28.00292721,0,1524.1743,47.63071519,10.94320051,0,0,0.317234064,0.096450454,0.216905947,0.43325373700000003,0.025051418,15.36699759,84.59480285644531,4.923464298248291,"MULTIPOLYGON (((-122.4362 37.79226, -122.4346 37.79247, -122.4329 37.79268, -122.4313 37.79289, -122.4296 37.7931, -122.4293 37.79134, -122.4309 37.79113, -122.4327 37.7918, -122.4326 37.79092, -122.4358 37.7905, -122.4362 37.79226)))"
060750180002,3,0.320557986,184514,33.98876404,13.95131086,18.25842697,4.307116105,0.807095064,2970,1076900,3331.690506,0.398730755,602.0751569,801.7270224,311.9560398,1144.878666,13.16568047,24.68031079,0.003870589,14.09938317,0,61.21643545,19541.07196,2706.184004,0,411.9862216,40.99713112,56.54712845,5315.430074,40.39103357,46.78027543,24.23462014,5.814265983,0.383120718,0.02070391,0.145669448,0.434588351,0.021626012,50.94912274,5.426726341247559,2.7549445629119873,"MULTIPOLYGON (((-122.4018 37.77903, -122.3996 37.78079, -122.3974 37.78255, -122.3958 37.78132, -122.3981 37.77957, -122.395 37.77709, -122.3972 37.77533, -122.3988 37.77657, -122.401 37.77481, -122.4041 37.77727, -122.4018 37.77903)))"
060750231021,1,0.343028555,59817,9.217230199,52.1537749,10.42149143,0,0.668419261,956,881800,6293.93666,0.190416773,550.9745385,384.8076142,253.6232003,2.915209198,13.93129771,4.752414642,0,5.034291516,90.21329339,4.56034e-7,1260.673658,13437.12042,30.19577623,717.1496855,33.33276064,0,0,143.4307451,25.66031529,0,0,0.343214439,0.147692734,0.178340445,0.407301809,0.029949541,15,48.832855224609375,8.400864601135254,"MULTIPOLYGON (((-122.3885 37.73647, -122.3853 37.74024, -122.3816 37.73812, -122.3821 37.7371, -122.384 37.73751, -122.3819 37.73319, -122.3796 37.73246, -122.3798 37.7308, -122.3814 37.73058, -122.3849 37.73296, -122.3868 37.73549, -122.3885 37.73647)))"
060750401002,1,0.075913923,143882,61.62065895,0,31.43365984,0,0.521481942,2484,1473700,14793.07027,0.393118004,289.8019109,500.5669371,79.0368848,92.20969894,7.481296758,0,0,0,85.6568972,14.3431028,7674.939956,4809.629039,0,272.886754,22.61570012,0,1534.987991,34.1110364,17.82352106,0,0,0.345835163,0.049757761,0.194890315,0.431294197,0.021403864,16.26927713,60.02837371826172,2.057410717010498,"MULTIPOLYGON (((-122.4624 37.78527, -122.4592 37.78568, -122.459 37.78383, -122.459 37.78319, -122.4623 37.78304, -122.4624 37.78527)))"
060750152021,1,0.09315986,86196,55.98335068,3.329864724,35.69198751,0,0.55751304,2325,1744000,10315.60158,0.432501825,837.2704716,1502.793154,322.0271044,96.60813133,15.19756839,3.00127e-4,0,0,95.41765031,4.582049565,4614.199024,9812.122022,0,611.5203526,30.87500159,277.9637966,416.945695,55.5930725,20.27043829,0,0,0.329660892,0.103568117,0.198645607,0.437084257,0.021236064,17.93418824,68.63465881347656,6.000385761260986,"MULTIPOLYGON (((-122.4322 37.78912, -122.4289 37.78953, -122.4285 37.78765, -122.4283 37.78671, -122.4316 37.78629, -122.4322 37.78912)))"
060750303023,1,0.197891508,154286,34.60580913,0,40.58091286,0,0.70319657,2424,1848700,6089.195108,0.304063226,151.5982185,186.9711361,96.01220503,5.053273949,16.14035088,0,0,0,98.2730677,1.726932299,1033.735431,4920.057243,0,405.6430174,35.68392105,39.25577588,0,91.59732637,35.62666285,0,0,0.413871742,0.061615084,0.131830245,0.407600799,0.022712544,18.64046471,152.2199249267578,8.369579315185547,"MULTIPOLYGON (((-122.4764 37.75238, -122.4709 37.75262, -122.4707 37.75238, -122.471 37.74977, -122.4706 37.74887, -122.4761 37.74864, -122.4762 37.75051, -122.4764 37.75238)))"
060750121003,1,0.030866046,79333,52.04170287,3.649000869,27.19374457,0.086880973,0.651842805,1993,679700,37290.16613,0.531337415,1393.116545,1846.689374,939.5437166,777.5534206,3.452380952,0,20.03506411,0,0,79.96493589,11577.55326,3691.393793,0,671.1625078,20.82324209,83.89531347,7802.264153,167.7915721,20.76986532,0,0,0.245554885,0.025706252,0.303784096,0.414618505,0.030453199,18.91767492,57.56901550292969,5.983567714691162,"MULTIPOLYGON (((-122.4152 37.78839, -122.4119 37.78881, -122.4117 37.78787, -122.4125 37.78777, -122.4134 37.78766, -122.415 37.78745, -122.4152 37.78839)))"
060750254031,1,0.232332054,227361,38.33177132,0.562324274,36.78537957,0,0.68328438,3501,1748000,9185.129499,0.278192626,159.2548226,206.600851,86.0836879,94.69205669,0.642054575,14.64534905,0,0,80.16335362,5.191297331,1995.061048,3176.493848,0,501.5516602,40.60231689,11.14559245,33.43677734,55.72827617,31.92714662,0,3.020217108,0.409531801,0.045496752,0.109929816,0.416955319,0.026114372,38.38012583,50.57106399536133,5.100543022155762,"MULTIPOLYGON (((-122.4267 37.73637, -122.4227 37.7352, -122.4217 37.73513, -122.4219 37.73465, -122.4207 37.73195, -122.4256 37.73158, -122.428 37.73202, -122.4262 37.73397, -122.4286 37.73508, -122.4267 37.73637)))"
060750615061,1,0.086673088,250001,39.29350196,0,58.39511557,0,0.504603118,3501,1846400,26455.732,0.310757556,1061.45981,2434.434999,473.0418718,2215.220473,3.08674827,6.9644e-4,1.413850075,17.05653418,69.6144919,11.9144274,5915.642843,7409.492045,0,388.4007927,49.79398114,119.5079362,6363.797603,0,44.93596334,0,21.81366113,0.254592562,0.048411807,0.271928146,0.432899708,0.025265556,41.24442793,12.39111328125,7.388696670532227,"MULTIPOLYGON (((-122.3919 37.78937, -122.3903 37.78813, -122.3894 37.78884, -122.3885 37.7897, -122.3878 37.78892, -122.3877 37.78739, -122.3877 37.78718, -122.3896 37.78622, -122.3912 37.78746, -122.3927 37.78869, -122.3919 37.78937)))"
060750351021,1,0.125993606,NA,16.04395604,3.296703297,68.57142857,0.10989011,0.502967033,NA,1167800,7222.588727,0.32312376,15.87382138,7.936910689,23.81073207,23.81073207,3.375527426,16.28376825,0,0,80.53111625,3.185115501,1109.821814,5713.527114,0,41.10451161,19.2766002,0,0,0,0,0,0,0.416430825,0.042585674,0.096463053000000007,0.437124754,0.021073191,16.57840465,42.800933837890625,3.509253740310669,"MULTIPOLYGON (((-122.5026 37.7587, -122.4957 37.759, -122.4956 37.75714, -122.5024 37.75684, -122.5026 37.7587)))"
060750314023,1,0.103494931,NA,12.02247191,6.516853933,75.05617978,0,0.417742709,NA,1097300,8599.454979,0.302093728,164.2592524,270.544651,86.960780690000007,9.662308965,5.850091408,0.011249456,0,0,99.98875054,0,1025.822506,2952.367212,0,475.3811613,25.29817871,0,0,50.04040413,5.549854136,0,0,0.419649914,0.017851248,0.120233021,0.426936216,0.023925466,15,129.71461486816406,6.733743667602539,"MULTIPOLYGON (((-122.4626 37.71794, -122.4622 37.71822, -122.4592 37.71823, -122.4561 37.71823, -122.4561 37.71663, -122.4626 37.71657, -122.4626 37.71794)))"
